Rank,Year,Division,DivisionRank,Team,GP,W,L,OTL,PTS,RW,ROW,SOW,SOL,HOME,AWAY,GF,GA,DIFF,L10,STRK
6,1998,Northeast,1,Ottawa Senators,82.0,44.0,21.0,2.0,105.0,,,0.0,0.0,22-11-0,22-10-2,239.0,179.0,60.0,3-2-0,L2
7,1998,Northeast,2,Toronto Maple Leafs,82.0,45.0,29.0,1.0,98.0,,,0.0,0.0,23-13-0,22-16-1,268.0,231.0,37.0,6-2-0,L1
8,1998,Northeast,3,Buffalo Sabres,82.0,37.0,25.0,3.0,94.0,,,0.0,0.0,23-10-2,14-15-1,207.0,175.0,32.0,4-3-1,W1
9,1998,Northeast,4,Boston Bruins,82.0,39.0,28.0,2.0,93.0,,,0.0,0.0,22-9-1,17-19-1,214.0,181.0,33.0,7-2-1,L1
10,1998,Northeast,5,Montreal Canadiens,82.0,32.0,35.0,4.0,79.0,,,0.0,0.0,21-14-1,11-21-3,184.0,209.0,-25.0,3-5-1,W1
11,1998,Southeast,1,Carolina Hurricanes,82.0,34.0,25.0,5.0,91.0,,,0.0,0.0,20-10-2,14-15-3,210.0,202.0,8.0,3-3-0,L2
12,1998,Southeast,2,Florida Panthers,82.0,30.0,32.0,2.0,80.0,,,0.0,0.0,17-16-1,13-16-1,210.0,228.0,-18.0,3-7-0,W3
13,1998,Southeast,3,Washington Capitals,82.0,31.0,42.0,3.0,71.0,,,0.0,0.0,16-21-2,15-21-1,200.0,218.0,-18.0,2-8-0,L6
14,1998,Southeast,4,Tampa Bay Lightning,82.0,19.0,52.0,2.0,49.0,,,0.0,0.0,12-25-0,7-27-2,179.0,292.0,-113.0,2-5-0,L1
15,1998,Southeast,5,Atlanta Thrashers,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0-0-0,0-0-0,0.0,0.0,0.0,0-0-0,-
16,1998,Central,1,Detroit Red Wings,82.0,43.0,31.0,1.0,94.0,,,0.0,0.0,27-11-1,16-20-0,245.0,202.0,43.0,7-2-0,L1
17,1998,Central,2,St. Louis Blues,82.0,37.0,31.0,1.0,88.0,,,0.0,0.0,18-17-0,19-14-1,237.0,209.0,28.0,6-2-0,W3
18,1998,Central,3,Chicago Blackhawks,82.0,29.0,39.0,2.0,72.0,,,0.0,0.0,20-15-2,9-24-0,202.0,248.0,-46.0,8-1-0,W6
19,1998,Central,4,Nashville Predators,82.0,28.0,45.0,2.0,65.0,,,0.0,0.0,15-21-1,13-24-1,190.0,261.0,-71.0,3-7-0,L4
20,1998,Northwest,1,Colorado Avalanche,82.0,44.0,28.0,0.0,98.0,,,0.0,0.0,21-14-0,23-14-0,239.0,205.0,34.0,7-2-0,W1
21,1998,Northwest,2,Edmonton Oilers,82.0,33.0,32.0,5.0,83.0,,,0.0,0.0,17-15-4,16-17-1,230.0,226.0,4.0,6-3-0,W3
22,1998,Northwest,3,Calgary Flames,82.0,30.0,39.0,1.0,73.0,,,0.0,0.0,15-19-1,15-20-0,211.0,234.0,-23.0,2-7-0,L1
23,1998,Northwest,4,Vancouver Canucks,82.0,23.0,46.0,1.0,59.0,,,0.0,0.0,14-21-0,9-25-1,192.0,258.0,-66.0,3-6-0,L1
24,1998,Pacific,1,Dallas Stars,82.0,51.0,18.0,1.0,115.0,,,0.0,0.0,29-8-0,22-10-1,236.0,168.0,68.0,6-4-0,L2
25,1998,Pacific,2,Phoenix Coyotes,82.0,39.0,30.0,1.0,91.0,,,0.0,0.0,23-12-1,16-18-0,205.0,197.0,8.0,4-6-0,W1
26,1998,Pacific,3,Anaheim Ducks,82.0,35.0,31.0,3.0,86.0,,,0.0,0.0,21-12-2,14-19-1,215.0,206.0,9.0,2-5-1,L1
27,1998,Pacific,4,San Jose Sharks,82.0,31.0,31.0,2.0,82.0,,,0.0,0.0,17-13-2,14-18-0,196.0,191.0,5.0,4-4-1,L1
28,1998,Pacific,5,Los Angeles Kings,82.0,32.0,43.0,2.0,71.0,,,0.0,0.0,18-19-1,14-24-1,189.0,222.0,-33.0,5-5-0,L1
1,1997,Atlantic,1,New Jersey Devils,82.0,48.0,20.0,3.0,110.0,,,0.0,0.0,29-8-2,19-12-1,225.0,166.0,59.0,3-5-0,L1
2,1997,Atlantic,2,Pittsburgh Penguins,82.0,40.0,22.0,2.0,100.0,,,0.0,0.0,21-9-1,19-13-1,228.0,188.0,40.0,4-4-0,W3
3,1997,Atlantic,3,Philadelphia Flyers,82.0,42.0,28.0,1.0,96.0,,,0.0,0.0,24-10-1,18-18-0,242.0,193.0,49.0,5-5-0,L2
4,1997,Atlantic,4,New York Islanders,82.0,30.0,39.0,2.0,73.0,,,0.0,0.0,17-19-1,13-20-1,212.0,225.0,-13.0,6-3-0,W2
5,1997,Atlantic,5,New York Rangers,82.0,25.0,35.0,4.0,72.0,,,0.0,0.0,14-16-2,11-19-2,197.0,231.0,-34.0,3-6-0,W2
6,1997,Northeast,1,Boston Bruins,82.0,39.0,29.0,1.0,92.0,,,0.0,0.0,19-15-1,20-14-0,221.0,194.0,27.0,6-4-0,W1
7,1997,Northeast,2,Montreal Canadiens,82.0,37.0,28.0,4.0,91.0,,,0.0,0.0,15-16-1,22-12-3,235.0,208.0,27.0,3-3-0,L1
8,1997,Northeast,3,Buffalo Sabres,82.0,36.0,28.0,1.0,90.0,,,0.0,0.0,20-13-0,16-15-1,211.0,187.0,24.0,5-2-1,L1
9,1997,Northeast,4,Ottawa Senators,82.0,34.0,33.0,0.0,83.0,,,0.0,0.0,18-16-0,16-17-0,193.0,200.0,-7.0,6-2-0,W1
10,1997,Northeast,5,Toronto Maple Leafs,82.0,30.0,43.0,0.0,69.0,,,0.0,0.0,16-20-0,14-23-0,194.0,237.0,-43.0,4-6-0,W1
11,1997,Southeast,1,Washington Capitals,82.0,40.0,29.0,1.0,93.0,,,0.0,0.0,23-12-0,17-17-1,219.0,202.0,17.0,7-1-1,W4
12,1997,Southeast,2,Carolina Hurricanes,82.0,33.0,39.0,2.0,76.0,,,0.0,0.0,16-17-1,17-22-1,200.0,219.0,-19.0,4-6-0,L5
13,1997,Southeast,3,Florida Panthers,82.0,24.0,41.0,2.0,65.0,,,0.0,0.0,11-23-1,13-18-1,203.0,256.0,-53.0,3-4-0,L1
14,1997,Southeast,4,Tampa Bay Lightning,82.0,17.0,52.0,3.0,47.0,,,0.0,0.0,11-21-2,6-31-1,151.0,269.0,-118.0,0-9-0,L1
15,1997,Central,1,Detroit Red Wings,82.0,44.0,23.0,0.0,103.0,,,0.0,0.0,25-8-0,19-15-0,250.0,196.0,54.0,6-4-0,L3
16,1997,Central,2,St. Louis Blues,82.0,45.0,27.0,2.0,100.0,,,0.0,0.0,26-9-1,19-18-1,256.0,204.0,52.0,7-3-0,W3
17,1997,Central,3,Chicago Blackhawks,82.0,30.0,35.0,4.0,77.0,,,0.0,0.0,14-17-2,16-18-2,192.0,199.0,-7.0,1-7-1,L1
18,1997,Central,4,Nashville Predators,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0-0-0,0-0-0,0.0,0.0,0.0,0-0-0,-
19,1997,Northwest,1,Colorado Avalanche,82.0,39.0,23.0,3.0,98.0,,,0.0,0.0,21-8-2,18-15-1,231.0,205.0,26.0,3-6-0,W2
20,1997,Northwest,2,Edmonton Oilers,82.0,35.0,35.0,2.0,82.0,,,0.0,0.0,20-15-1,15-20-1,215.0,224.0,-9.0,7-3-0,W4
21,1997,Northwest,3,Calgary Flames,82.0,26.0,38.0,3.0,70.0,,,0.0,0.0,18-16-1,8-22-2,217.0,252.0,-35.0,2-6-0,L1
22,1997,Northwest,4,Vancouver Canucks,82.0,25.0,40.0,3.0,67.0,,,0.0,0.0,15-20-2,10-20-1,224.0,273.0,-49.0,3-6-0,L3
23,1997,Pacific,1,Dallas Stars,82.0,49.0,21.0,1.0,110.0,,,0.0,0.0,26-8-0,23-13-1,242.0,167.0,75.0,6-4-0,W1
24,1997,Pacific,2,Los Angeles Kings,82.0,38.0,31.0,2.0,89.0,,,0.0,0.0,22-15-1,16-16-1,227.0,225.0,2.0,4-6-0,L2
25,1997,Pacific,3,Phoenix Coyotes,82.0,35.0,33.0,2.0,84.0,,,0.0,0.0,19-14-2,16-19-0,224.0,227.0,-3.0,7-3-0,L1
26,1997,Pacific,4,San Jose Sharks,82.0,34.0,36.0,2.0,80.0,,,0.0,0.0,17-18-1,17-18-1,210.0,216.0,-6.0,5-2-0,W1
27,1997,Pacific,5,Anaheim Ducks,82.0,26.0,39.0,4.0,69.0,,,0.0,0.0,12-22-1,14-17-3,205.0,261.0,-56.0,2-6-0,L1
1,1996,Atlantic,1,New Jersey Devils,82.0,45.0,21.0,2.0,106.0,,,0.0,0.0,23-8-1,22-13-1,231.0,182.0,49.0,6-3-0,L1
2,1996,Atlantic,2,Philadelphia Flyers,82.0,45.0,22.0,2.0,105.0,,,0.0,0.0,23-12-0,22-10-2,274.0,217.0,57.0,5-3-0,W1
3,1996,Atlantic,3,Florida Panthers,82.0,35.0,24.0,4.0,93.0,,,0.0,0.0,21-11-1,14-13-3,221.0,201.0,20.0,3-4-0,W2
4,1996,Atlantic,4,New York Rangers,82.0,38.0,34.0,0.0,86.0,,,0.0,0.0,21-14-0,17-20-0,258.0,231.0,27.0,5-4-0,L1
5,1996,Atlantic,5,Washington Capitals,82.0,33.0,38.0,2.0,77.0,,,0.0,0.0,19-17-0,14-21-2,214.0,231.0,-17.0,5-4-0,W3
6,1996,Atlantic,6,Tampa Bay Lightning,82.0,32.0,38.0,2.0,76.0,,,0.0,0.0,15-18-0,17-20-2,217.0,247.0,-30.0,4-3-0,L1
7,1996,Atlantic,7,New York Islanders,82.0,29.0,39.0,2.0,72.0,,,0.0,0.0,19-17-1,10-22-1,240.0,250.0,-10.0,4-5-0,L1
8,1996,Northeast,1,Buffalo Sabres,82.0,40.0,26.0,4.0,96.0,,,0.0,0.0,24-9-2,16-17-2,237.0,208.0,29.0,2-5-2,L2
9,1996,Northeast,2,Pittsburgh Penguins,82.0,38.0,32.0,4.0,88.0,,,0.0,0.0,25-8-3,13-24-1,285.0,280.0,5.0,4-5-0,L3
10,1996,Northeast,3,Montreal Canadiens,82.0,31.0,32.0,4.0,81.0,,,0.0,0.0,17-14-3,14-18-1,249.0,276.0,-27.0,5-4-0,L1
11,1996,Northeast,4,Carolina Hurricanes,82.0,32.0,35.0,4.0,79.0,,,0.0,0.0,23-14-1,9-21-3,226.0,256.0,-30.0,5-4-0,W1
12,1996,Northeast,5,Ottawa Senators,82.0,31.0,34.0,2.0,79.0,,,0.0,0.0,16-15-2,15-19-0,226.0,234.0,-8.0,7-3-0,W3
13,1996,Northeast,6,Boston Bruins,82.0,26.0,44.0,3.0,64.0,,,0.0,0.0,14-19-1,12-25-2,234.0,300.0,-66.0,2-8-0,W1
14,1996,Central,1,Dallas Stars,82.0,48.0,23.0,3.0,107.0,,,0.0,0.0,25-11-2,23-12-1,252.0,198.0,54.0,5-3-0,L2
15,1996,Central,2,Detroit Red Wings,82.0,38.0,24.0,2.0,96.0,,,0.0,0.0,20-11-1,18-13-1,253.0,197.0,56.0,4-2-1,L2
16,1996,Central,3,Phoenix Coyotes,82.0,38.0,33.0,4.0,87.0,,,0.0,0.0,15-16-3,23-17-1,240.0,243.0,-3.0,5-3-0,W1
17,1996,Central,4,Chicago Blackhawks,82.0,34.0,30.0,5.0,86.0,,,0.0,0.0,16-17-4,18-13-1,223.0,210.0,13.0,6-3-0,W2
18,1996,Central,5,St. Louis Blues,82.0,36.0,34.0,1.0,84.0,,,0.0,0.0,17-20-0,19-14-1,236.0,239.0,-3.0,5-3-0,W3
19,1996,Central,6,Toronto Maple Leafs,82.0,30.0,43.0,1.0,69.0,,,0.0,0.0,18-20-0,12-23-1,230.0,273.0,-43.0,4-4-0,W1
20,1996,Pacific,1,Colorado Avalanche,82.0,49.0,21.0,3.0,110.0,,,0.0,0.0,26-10-0,23-11-3,277.0,205.0,72.0,4-4-2,L1
21,1996,Pacific,2,Edmonton Oilers,82.0,36.0,31.0,6.0,87.0,,,0.0,0.0,21-13-3,15-18-3,252.0,247.0,5.0,3-5-0,L2
22,1996,Pacific,3,Anaheim Ducks,82.0,36.0,33.0,0.0,85.0,,,0.0,0.0,23-12-0,13-21-0,245.0,233.0,12.0,6-2-0,W3
23,1996,Pacific,4,Vancouver Canucks,82.0,35.0,38.0,2.0,79.0,,,0.0,0.0,20-16-1,15-22-1,257.0,273.0,-16.0,6-1-0,W3
24,1996,Pacific,5,Calgary Flames,82.0,32.0,37.0,4.0,77.0,,,0.0,0.0,21-15-3,11-22-1,214.0,239.0,-25.0,2-5-2,L4
25,1996,Pacific,6,Los Angeles Kings,82.0,28.0,40.0,3.0,70.0,,,0.0,0.0,18-15-1,10-25-2,214.0,268.0,-54.0,3-5-0,W2
26,1996,Pacific,7,San Jose Sharks,82.0,27.0,46.0,1.0,63.0,,,0.0,0.0,14-23-0,13-23-1,211.0,278.0,-67.0,3-6-0,L2
1,1995,Atlantic,1,Philadelphia Flyers,82.0,45.0,21.0,3.0,106.0,,,0.0,0.0,27-8-1,18-13-2,282.0,208.0,74.0,8-2-0,W3
2,1995,Atlantic,2,New York Rangers,82.0,41.0,26.0,1.0,97.0,,,0.0,0.0,22-10-0,19-16-1,272.0,237.0,35.0,4-6-0,L5
3,1995,Atlantic,3,Florida Panthers,82.0,41.0,28.0,3.0,95.0,,,0.0,0.0,25-9-3,16-19-0,254.0,234.0,20.0,3-6-0,W1
4,1995,Atlantic,4,Tampa Bay Lightning,82.0,38.0,29.0,3.0,91.0,,,0.0,0.0,22-11-3,16-18-0,238.0,248.0,-10.0,5-4-0,L1
5,1995,Atlantic,5,Washington Capitals,82.0,39.0,31.0,1.0,90.0,,,0.0,0.0,21-14-1,18-17-0,234.0,204.0,30.0,6-3-0,L2
6,1995,Atlantic,6,New Jersey Devils,82.0,37.0,33.0,0.0,86.0,,,0.0,0.0,22-17-0,15-16-0,215.0,202.0,13.0,4-5-0,L1
7,1995,Atlantic,7,New York Islanders,82.0,22.0,45.0,5.0,59.0,,,0.0,0.0,14-19-2,8-26-3,229.0,315.0,-86.0,2-6-0,L2
8,1995,Northeast,1,Pittsburgh Penguins,82.0,49.0,27.0,2.0,104.0,,,0.0,0.0,32-7-2,17-20-0,362.0,284.0,78.0,6-4-0,L1
9,1995,Northeast,2,Boston Bruins,82.0,40.0,25.0,6.0,97.0,,,0.0,0.0,22-11-3,18-14-3,282.0,269.0,13.0,6-1-1,W1
10,1995,Northeast,3,Montreal Canadiens,82.0,40.0,29.0,3.0,93.0,,,0.0,0.0,23-10-2,17-19-1,265.0,248.0,17.0,4-3-1,L1
11,1995,Northeast,4,Hartford Whalers,82.0,34.0,36.0,3.0,80.0,,,0.0,0.0,22-14-1,12-22-2,237.0,259.0,-22.0,4-5-1,L1
12,1995,Northeast,5,Buffalo Sabres,82.0,33.0,36.0,6.0,79.0,,,0.0,0.0,19-15-2,14-21-4,247.0,262.0,-15.0,5-4-1,W3
13,1995,Northeast,6,Ottawa Senators,82.0,18.0,56.0,3.0,44.0,,,0.0,0.0,8-25-3,10-31-0,191.0,291.0,-100.0,3-6-0,W1
14,1995,Central,1,Detroit Red Wings,82.0,62.0,12.0,1.0,132.0,,,0.0,0.0,36-3-0,26-9-1,325.0,181.0,144.0,7-1-0,W4
15,1995,Central,2,Chicago Blackhawks,82.0,40.0,24.0,4.0,98.0,,,0.0,0.0,22-12-1,18-12-3,273.0,220.0,53.0,3-4-0,L1
16,1995,Central,3,Toronto Maple Leafs,82.0,34.0,34.0,2.0,82.0,,,0.0,0.0,19-13-2,15-21-0,247.0,252.0,-5.0,6-3-1,W1
17,1995,Central,4,St. Louis Blues,82.0,32.0,33.0,1.0,81.0,,,0.0,0.0,15-16-1,17-17-0,219.0,248.0,-29.0,1-5-0,L1
18,1995,Central,5,Phoenix Coyotes,82.0,36.0,40.0,0.0,78.0,,,0.0,0.0,22-16-0,14-24-0,275.0,291.0,-16.0,6-3-0,L1
19,1995,Central,6,Dallas Stars,82.0,26.0,42.0,0.0,66.0,,,0.0,0.0,14-18-0,12-24-0,227.0,280.0,-53.0,3-6-0,L2
20,1995,Pacific,1,Colorado Avalanche,82.0,47.0,22.0,3.0,107.0,,,0.0,0.0,24-8-2,23-14-1,326.0,240.0,86.0,6-3-1,L1
21,1995,Pacific,2,Vancouver Canucks,82.0,32.0,31.0,4.0,83.0,,,0.0,0.0,15-17-2,17-14-2,278.0,278.0,0.0,5-5-0,W1
22,1995,Pacific,3,Calgary Flames,82.0,34.0,34.0,3.0,82.0,,,0.0,0.0,18-16-2,16-18-1,241.0,240.0,1.0,4-5-1,L1
23,1995,Pacific,4,Anaheim Ducks,82.0,35.0,37.0,2.0,80.0,,,0.0,0.0,22-13-2,13-24-0,234.0,247.0,-13.0,6-3-0,W2
24,1995,Pacific,5,Edmonton Oilers,82.0,30.0,42.0,2.0,70.0,,,0.0,0.0,15-20-1,15-22-1,240.0,304.0,-64.0,3-6-0,L5
25,1995,Pacific,6,Los Angeles Kings,82.0,24.0,38.0,2.0,68.0,,,0.0,0.0,16-15-1,8-23-1,256.0,302.0,-46.0,3-4-0,W1
26,1995,Pacific,7,San Jose Sharks,82.0,20.0,54.0,1.0,48.0,,,0.0,0.0,12-25-1,8-29-0,252.0,357.0,-105.0,4-6-0,L4
1,1994,Atlantic,1,Philadelphia Flyers,48.0,28.0,15.0,1.0,61.0,,,0.0,0.0,16-6-1,12-9-0,150.0,132.0,18.0,7-3-0,W1
2,1994,Atlantic,2,New Jersey Devils,48.0,22.0,16.0,2.0,54.0,,,0.0,0.0,14-3-1,8-13-1,136.0,121.0,15.0,5-3-1,L1
3,1994,Atlantic,3,Washington Capitals,48.0,22.0,17.0,1.0,53.0,,,0.0,0.0,15-5-1,7-12-0,136.0,120.0,16.0,6-3-0,W1
4,1994,Atlantic,4,Florida Panthers,48.0,20.0,19.0,3.0,49.0,,,0.0,0.0,9-10-2,11-9-1,115.0,127.0,-12.0,6-3-0,W2
5,1994,Atlantic,5,New York Rangers,48.0,22.0,23.0,0.0,47.0,,,0.0,0.0,11-10-0,11-13-0,139.0,134.0,5.0,6-4-0,L1
6,1994,Atlantic,6,Tampa Bay Lightning,48.0,17.0,26.0,2.0,39.0,,,0.0,0.0,10-13-1,7-13-1,120.0,144.0,-24.0,2-8-0,L6
7,1994,Atlantic,7,New York Islanders,48.0,15.0,27.0,1.0,36.0,,,0.0,0.0,10-11-0,5-16-1,126.0,158.0,-32.0,3-7-0,L2
8,1994,Northeast,1,Pittsburgh Penguins,48.0,29.0,15.0,1.0,62.0,,,0.0,0.0,18-5-0,11-10-1,181.0,158.0,23.0,4-4-1,L3
9,1994,Northeast,2,Boston Bruins,48.0,27.0,15.0,3.0,60.0,,,0.0,0.0,15-6-1,12-9-2,150.0,127.0,23.0,8-2-0,W3
10,1994,Northeast,3,Buffalo Sabres,48.0,22.0,18.0,1.0,52.0,,,0.0,0.0,15-8-0,7-10-1,130.0,119.0,11.0,6-3-0,W2
11,1994,Northeast,4,Montreal Canadiens,48.0,18.0,21.0,2.0,45.0,,,0.0,0.0,15-5-0,3-16-2,125.0,148.0,-23.0,3-4-1,L2
12,1994,Northeast,5,Hartford Whalers,48.0,19.0,24.0,0.0,43.0,,,0.0,0.0,12-10-0,7-14-0,127.0,141.0,-14.0,3-7-0,L3
13,1994,Northeast,6,Ottawa Senators,48.0,9.0,33.0,1.0,24.0,,,0.0,0.0,5-15-1,4-18-0,117.0,174.0,-57.0,5-5-0,W1
14,1994,Central,1,Detroit Red Wings,48.0,33.0,11.0,0.0,70.0,,,0.0,0.0,17-4-0,16-7-0,180.0,117.0,63.0,5-4-0,W1
15,1994,Central,2,St. Louis Blues,48.0,28.0,14.0,1.0,62.0,,,0.0,0.0,16-6-0,12-8-1,178.0,135.0,43.0,5-2-1,L1
16,1994,Central,3,Chicago Blackhawks,48.0,24.0,19.0,0.0,53.0,,,0.0,0.0,11-10-0,13-9-0,156.0,115.0,41.0,5-3-0,W5
17,1994,Central,4,Toronto Maple Leafs,48.0,21.0,19.0,0.0,50.0,,,0.0,0.0,15-7-0,6-12-0,135.0,146.0,-11.0,5-4-0,L1
18,1994,Central,5,Dallas Stars,48.0,17.0,22.0,1.0,43.0,,,0.0,0.0,9-10-0,8-12-1,136.0,135.0,1.0,3-5-0,L4
19,1994,Central,6,Winnipeg Jets,48.0,16.0,23.0,2.0,41.0,,,0.0,0.0,10-9-1,6-14-1,157.0,177.0,-20.0,4-5-0,L2
20,1994,Pacific,1,Colorado Avalanche,48.0,30.0,13.0,0.0,65.0,,,0.0,0.0,19-1-0,11-12-0,185.0,134.0,51.0,5-4-0,W1
21,1994,Pacific,2,Calgary Flames,48.0,24.0,16.0,1.0,56.0,,,0.0,0.0,15-6-1,9-10-0,163.0,135.0,28.0,5-3-0,W1
22,1994,Pacific,3,Vancouver Canucks,48.0,18.0,17.0,1.0,49.0,,,0.0,0.0,10-8-0,8-9-1,153.0,148.0,5.0,4-2-1,L1
23,1994,Pacific,4,San Jose Sharks,48.0,19.0,25.0,0.0,42.0,,,0.0,0.0,10-13-0,9-12-0,129.0,161.0,-32.0,4-4-0,L1
24,1994,Pacific,5,Los Angeles Kings,48.0,16.0,23.0,0.0,41.0,,,0.0,0.0,7-11-0,9-12-0,142.0,174.0,-32.0,3-5-0,L1
25,1994,Pacific,6,Edmonton Oilers,48.0,17.0,25.0,2.0,40.0,,,0.0,0.0,11-12-0,6-13-2,136.0,183.0,-47.0,4-5-0,L3
26,1994,Pacific,7,Anaheim Ducks,48.0,16.0,27.0,0.0,37.0,,,0.0,0.0,11-9-0,5-18-0,125.0,164.0,-39.0,3-6-0,W1
1,1993,Atlantic,1,New York Rangers,84.0,52.0,23.0,1.0,113.0,,,0.0,0.0,28-8-0,24-15-1,299.0,231.0,68.0,7-2-0,L1
2,1993,Atlantic,2,New Jersey Devils,84.0,47.0,24.0,1.0,107.0,,,0.0,0.0,29-10-1,18-14-0,306.0,220.0,86.0,5-4-0,W1
3,1993,Atlantic,3,Washington Capitals,84.0,39.0,33.0,2.0,90.0,,,0.0,0.0,17-15-1,22-18-1,277.0,263.0,14.0,5-3-1,W3
4,1993,Atlantic,4,Florida Panthers,84.0,33.0,29.0,5.0,88.0,,,0.0,0.0,15-14-4,18-15-1,233.0,233.0,0.0,2-4-0,W1
5,1993,Atlantic,5,New York Islanders,84.0,36.0,34.0,2.0,86.0,,,0.0,0.0,23-15-0,13-19-2,282.0,264.0,18.0,5-2-0,L1
6,1993,Atlantic,6,Philadelphia Flyers,84.0,35.0,34.0,5.0,85.0,,,0.0,0.0,19-16-4,16-18-1,294.0,314.0,-20.0,2-4-1,L1
7,1993,Atlantic,7,Tampa Bay Lightning,84.0,30.0,39.0,4.0,75.0,,,0.0,0.0,14-20-2,16-19-2,224.0,251.0,-27.0,5-4-0,W1
8,1993,Northeast,1,Pittsburgh Penguins,84.0,44.0,25.0,2.0,103.0,,,0.0,0.0,25-8-1,19-17-1,299.0,285.0,14.0,6-4-0,W1
9,1993,Northeast,2,Buffalo Sabres,84.0,43.0,28.0,4.0,99.0,,,0.0,0.0,22-15-2,21-13-2,282.0,218.0,64.0,6-3-1,L2
10,1993,Northeast,3,Boston Bruins,84.0,42.0,27.0,2.0,99.0,,,0.0,0.0,20-13-1,22-14-1,289.0,252.0,37.0,5-4-0,L1
11,1993,Northeast,4,Montreal Canadiens,84.0,41.0,27.0,2.0,98.0,,,0.0,0.0,26-11-1,15-16-1,283.0,248.0,35.0,3-6-0,L1
12,1993,Northeast,5,Quebec Nordiques,84.0,34.0,42.0,0.0,76.0,,,0.0,0.0,19-17-0,15-25-0,277.0,292.0,-15.0,4-5-0,L1
13,1993,Northeast,6,Hartford Whalers,84.0,27.0,47.0,1.0,64.0,,,0.0,0.0,14-21-1,13-26-0,227.0,288.0,-61.0,3-6-0,W1
14,1993,Northeast,7,Ottawa Senators,84.0,14.0,57.0,4.0,41.0,,,0.0,0.0,8-28-2,6-29-2,201.0,397.0,-196.0,2-7-0,L5
15,1993,Central,1,Detroit Red Wings,84.0,46.0,28.0,2.0,102.0,,,0.0,0.0,23-12-1,23-16-1,356.0,275.0,81.0,4-4-0,L1
16,1993,Central,2,Dallas Stars,84.0,42.0,26.0,3.0,100.0,,,0.0,0.0,23-10-2,19-16-1,286.0,265.0,21.0,4-3-0,W2
17,1993,Central,3,Toronto Maple Leafs,84.0,43.0,28.0,1.0,99.0,,,0.0,0.0,23-15-0,20-13-1,280.0,243.0,37.0,4-5-1,W1
18,1993,Central,4,St. Louis Blues,84.0,40.0,31.0,2.0,93.0,,,0.0,0.0,23-10-1,17-21-1,270.0,283.0,-13.0,4-4-0,W1
19,1993,Central,5,Chicago Blackhawks,84.0,39.0,31.0,5.0,92.0,,,0.0,0.0,21-14-2,18-17-3,254.0,240.0,14.0,4-4-1,L1
20,1993,Central,6,Winnipeg Jets,84.0,24.0,46.0,5.0,62.0,,,0.0,0.0,15-20-3,9-26-2,245.0,344.0,-99.0,2-7-0,L3
21,1993,Pacific,1,Calgary Flames,84.0,42.0,27.0,2.0,99.0,,,0.0,0.0,25-11-1,17-16-1,302.0,256.0,46.0,6-2-0,L1
22,1993,Pacific,2,Vancouver Canucks,84.0,41.0,36.0,4.0,89.0,,,0.0,0.0,20-17-2,21-19-2,279.0,276.0,3.0,5-5-0,W1
23,1993,Pacific,3,San Jose Sharks,84.0,33.0,34.0,1.0,83.0,,,0.0,0.0,19-13-0,14-21-1,252.0,265.0,-13.0,7-2-0,L1
24,1993,Pacific,4,Anaheim Ducks,84.0,33.0,41.0,5.0,76.0,,,0.0,0.0,14-21-5,19-20-0,229.0,251.0,-22.0,6-3-1,L2
25,1993,Pacific,5,Edmonton Oilers,84.0,25.0,39.0,6.0,70.0,,,0.0,0.0,17-18-4,8-21-2,261.0,305.0,-44.0,5-2-1,L2
26,1993,Pacific,6,Los Angeles Kings,84.0,27.0,42.0,3.0,69.0,,,0.0,0.0,18-16-3,9-26-0,294.0,322.0,-28.0,2-7-0,L1
